title,author_dates,author,author_viaf,author_viaf_id,edition,editor,publisher,pub_place,pub_date,series_title,series_id,source,work_id,prelemmatized,notes
Commentariolus de tractatione pacis inter Calixtum II et Henricum V,,Hesso Scholasticus,http://viaf.org/viaf/69367524,69367524,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 163",HesSch.CoDeTrP,Patrologia Latina,10779,True,
"Monomachia Davidis et Goliae, et allegorica eiusdem expositio, heroico carmine descripta",1519-1586,"Gwalther, Rudolf",http://viaf.org/viaf/89586887,89586887,early modern edition,,Christoph. Froschauer,Zuerich,[1541?],,GwaRud.MoDaGol,,13990,True,"['http://www.uni-mannheim.de/mateo/camena/', 'gwalt1', 'gualtherusmonomachia.html', 's001.html', 'gualtherusmonomachia.xml', 'gwalt1/jpg', 'html']"
De divinatione per somnum,384BC–322BC,Aristoteles,http://viaf.org/viaf/7524651,7524651,,,,,,,Aristo.DeDivinGR,Keyboarding,21259,True,
De computo,,Helpericus Sangalliensis,http://viaf.org/viaf/76718993,76718993,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 137",HelSan.DeCom3,Patrologia Latina,9540,True,
Epistola,,Leo VI,http://viaf.org/viaf/76671779,76671779,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 132",LeoVi.Episto213,Patrologia Latina,9386,True,
Carmen,fl.c.1500,"Volsco, P. Delio",,,"critical edition, apparatus not encoded","A. Zingerle, 1880",,,,Musisque Deoque 2007,Volsc.Carm,,19748,True,
Analytica priora Aristotelis latine uersa (recensio Carnutensis),480-525,Boetius,http://viaf.org/viaf/100218964,100218964,"based on critical edition, no apparatus, online edition",Source with summary and bibliography,DigilibLT Project,Vercelli,2015,digilibLT,Boethi.AnPriAr2,,14298,True,
Epistula ad Margaretam Archiducissam (1513-05-30),1466-1532,"Banisius, Jacobus",http://viaf.org/viaf/305484971,305484971,"early modern edition, no apparatus","Amboise, G.: Lettres: Avec plusieurs autres lettres, Memoires et Instructions
                    ecrites depuis 1504. jusques et compris 1514. Divisees en IV. Tomes et enrichies
                    de Portraits en taille douce. v. 2 : Foppens, 1712, s. 143 (Google
                    Books). Google Books",,,Kolovoza 2012,,BanJac.5130530,,13320,True,
Hymni,780-856,Rabanus Maurus,http://viaf.org/viaf/95147534,95147534,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 112",RabMau.Hymni8,Patrologia Latina,8939,True,
De octo principalibus vitiis,640-709,Aldhelmus Schireburnensis,http://viaf.org/viaf/9867251,9867251,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 89",AldSch.DeOcPrV,Patrologia Latina,8344,True,
Stephano Chiacchio (1557-12-22) 1557,1507-c.1570,"Verantius, Michael",http://viaf.org/viaf/303332771,303332771,"early modern edition, no apparatus",László Szalay,,,Srpnja 2012,,VerMic.5571222,,13451,True,
De praedestinatione,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.DePra2,Patrologia Latina,9179,True,
Epistolae ad Lucium papam,,Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 179",AucVar.EpAdLuP,Patrologia Latina,11134,True,
Persa,c.254BC–c.184BC,Plautus,http://viaf.org/viaf/66462281,66462281,"eclectic edition, apparatus not encoded",F. Leo,Weidmann,Berlin,1895,,Plautu.Persa,,12745,True,
Epistolae,c.1040–1115,Ivo Carnotensis,http://viaf.org/viaf/84971682,84971682,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 162",IvoCar.Episto266,Patrologia Latina,10743,True,
Privilegia,,Arnulfus Remensis,http://viaf.org/viaf/24956635,24956635,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 139",ArnRem.Privil15,Patrologia Latina,9761,True,
De morte Christi,1476-1539,"Benessa, Damianus",http://viaf.org/viaf/84405359,84405359,"early modern edition, no apparatus",Vladimir Rezar,,,"Siječanj
	                2012",,BanDam.DeMoChr,,13244,True,
Elegia,fl. 342,Coelius Sedulius,http://viaf.org/viaf/18636329,18636329,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 19",CoeSed.Elegia,Patrologia Latina,7057,True,
Testamentum,,Remigius Rhemensis,http://viaf.org/viaf/19816895,19816895,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1847,"Patrologia Latina, vol. 65",RemRhe.Testam2,Patrologia Latina,7821,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14952,True,
Commentaria in Ezechielem,780-856,Rabanus Maurus,http://viaf.org/viaf/95147534,95147534,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 110",RabMau.CoInEz2,Patrologia Latina,8910,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14877,True,
Summa gloria de apostolico et augusto,-1158,Honorius Augustodunensis,http://viaf.org/viaf/100201145,100201145,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 172",HonAug.SuGlDeA,Patrologia Latina,11001,True,
Hymnus in Trinitatem,1414-1462,Tifernate,http://viaf.org/viaf/77118048,77118048,"critical edition, apparatus not encoded","V. Corbucci, 1935",,,,Musisque Deoque 2007,Tifer.Hymn,,20176,True,
Expositio canonis missae secundum Petrum Damianum,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 145",AucInc.ExCaMiS,Patrologia Latina,10055,True,
De miraculis S. Stephani,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1841,"Patrologia Latina, vol. 41",AucInc.DeMiSSt,Patrologia Latina,7419,True,
Computatio,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 94",AucInc.Comput,Patrologia Latina,8506,True,
Vita S. Sacerdotis,,Hugo de S. Maria Floriacensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 163",HuDeSMa.ViSSa2,Patrologia Latina,10786,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Vita SS. Barlaam et Josaphat,,"Joannes Damascenus; Billius, Jacobus",,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 73",JoDaBiJ.ViSsBaE,Patrologia Latina,8018,True,
De aleatoribus,,Auctor incertus (Cyprianus Carthaginensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 4",AuInCyC.DeAle,Patrologia Latina,107,True,
Carmina sacra et preces,c.962–c.1048,Odilo V Cluniacensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 142",OdVCl.CaSaEtP,Patrologia Latina,9952,True,
Alexandreis,c.1135-c.1202,Gualterus de Castellione,http://viaf.org/viaf/100212859,100212859,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 209",GuDeCa.Alexan,Patrologia Latina,11732,True,
Epistola et decreta,,Zacharias,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 89",Zachar.EpEtDe20,Patrologia Latina,21390,True,
Vita Chounradi,,Udascalcus Augustanus S. Ulrici,http://viaf.org/viaf/84487880,84487880,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 170",UdAuSUl.VitCho,Patrologia Latina,10911,True,
Epistola encyclica de caede Abbonis,,Monachi Floriacensium,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 139",MonFlo.EpEnDeC,Patrologia Latina,9805,True,
Parmenides,c.425BC–347BC,Plato,http://viaf.org/viaf/303814984,303814984,,,,,,,Plato.Parmeni,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",21303,True,
Historia intactae Genitricis Dei,935-973,Hrothsuita Gandersheimensis,http://viaf.org/viaf/9927322,9927322,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 137",HroGan.HiInGeD,Patrologia Latina,9549,True,
Sermo de vita S. Zenonis,,Coronatus Notarius,http://viaf.org/viaf/7775959,7775959,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1845,"Patrologia Latina, vol. 11",CorNot.SeDeViS,Patrologia Latina,6889,True,
Commentaria in Apocalypsim,1070-1129,Rupertus Tuitiensis,http://viaf.org/viaf/200687519,200687519,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 169",RupTui.CoInAp3,Patrologia Latina,10882,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Diploma pro fundatione Gorziensis,,Chrodegangus Metensis,http://viaf.org/viaf/261306686,261306686,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 89",ChrMet.DiPrFuG,Patrologia Latina,8373,True,
Vita Wilhelmi,,Heymo Hirsaugiensis,http://viaf.org/viaf/34845755,34845755,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 150",HeyHir.VitWil2,Patrologia Latina,10356,True,
Expositio in Psalmos,c.1030-1101,Bruno Carthusianorum,http://viaf.org/viaf/282832607,282832607,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 152",BruCar.ExInPs2,Patrologia Latina,10473,True,
De ligno vitae,,Auctor incertus (Tertullianus?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 2",AuInTe.DeLiVi,Patrologia Latina,55,True,
Responsiva eiusdem,1123-1190,Fredericus I imperator,http://viaf.org/viaf/66596013,66596013,,Print edition by: Elisabetta Bartoli,SISMEL,Firenze,2014,,FreI.ResEius,,15629,True,"['Genere: Epistolografia', 'Tipo: Fonti Letterarie', 'Note: Caratteri 806\r\nParole 135\r\nModello di epistola responsiva tratto dalla\n\t\t\t\t\t                    raccolta Incipiunt epistolae a Guidone non inutiliter composite (ms. Savignano Accademia dei\n\t\t\t\t\t                    Filopatridi 45). L’epistola riprodotta è la numero 18 (pp. 247-248 dell’edizione\n\t\t\t\t                    citata). Per la missiva si veda la Gloriosa epistola ad imperatorem\r\nE. B.', 'Livello di codifica: 1']"
Miles gloriosus,c.254BC–c.184BC,Plautus,http://viaf.org/viaf/66462281,66462281,"eclectic edition, apparatus not encoded",F. Leo,Weidmann,Berlin,1895,,Plautu.MilGlor,,12725,True,
Epistolae et decreta,,Siricius papa,http://viaf.org/viaf/85460819,85460819,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1845,"Patrologia Latina, vol. 13",SirPap.EpEtDe5,Patrologia Latina,6943,True,
Epistola de caeremoniis baptismi,fl. 815,Amalarius Fortunatus Trevirensis,http://viaf.org/viaf/4911634,4911634,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 99",AmFoTr.EpDeCaB,Patrologia Latina,8638,True,
Sermones 2,354-430,Augustinus Hipponensis,http://viaf.org/viaf/66806872,66806872,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 47",AugHip.Sermon4,Patrologia Latina,7513,True,
Adnotatiunculae in librum Judicum,-1141,Hugo de S. Victore,http://viaf.org/viaf/9865788,9865788,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 175",HuDeSVi.AdInLiJ,Patrologia Latina,11059,True,
Vita B. Maurilii,1035-1123,Marbodus Redonensis,http://viaf.org/viaf/241082057,241082057,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 171",MarRed.ViBMa,Patrologia Latina,10963,True,
Alfonseis,fl.ca.1400,"Zuppardo, Matteo",http://viaf.org/viaf/39770402,39770402,"critical edition, apparatus not encoded","G. Albanese, 1990",,,,Musisque Deoque 2007,ZupMat.Alfo,,19681,True,
Trasimenis,fl.c.1500,"Dall Isola, Matteo",http://viaf.org/viaf/27302304,27302304,"critical edition, apparatus not encoded","R. Marchesi, 1846",,,,Musisque Deoque 2007,DalMat.Tras,,20303,True,
De consolatione mortuorum,,Auctor incertus (Joannes Chrysostomus?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1841,"Patrologia Latina, vol. 40",AuInJoC.DeCoMo,Patrologia Latina,7361,True,
Carmina,1427-1490,"Rolandello, Francesco",http://viaf.org/viaf/125074486,125074486,"critical edition, apparatus not encoded","A. Cola, tesi di laurea Università degli Studi di Padova 1970-71",,,,Musisque Deoque 2007,RolFra.Carm,,19842,True,
Charta concessa abbatiae Corbeiensi,1049-1076,Guido Ambianensis,http://viaf.org/viaf/79132486,79132486,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 146",GuiAmb.ChCoAbC,Patrologia Latina,10136,True,
Quaestiones super Exodum,,Auctor incertus (Beda?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 93",AuInBe.QuSuEx,,8481,True,
De vocatione omnium gentium,440-461,Leo I,http://viaf.org/viaf/9875336,9875336,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 55",LeoI.DeVoOmG2,Patrologia Latina,7639,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14940,True,
Evangelium secundum Marcum,-1117,Anselmus Laudunensis et schola; Glossa ordinaria,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 114",WalStr.EvSeMa4,Patrologia Latina,9001,True,
Benedicito puerperae secundum usum Aethiopum,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 138",AucInc.BePuSeU,Patrologia Latina,9585,True,
De finitate motus et temporis,c.1175-1253,Robert Grosseteste,http://viaf.org/viaf/86920837,86920837,"critical edition, apparatus not encoded",Ludwig Baur,Aschendorff,Münster,1912,Philosophica,RobGro.DeFiMot,,11864,True,
Commemoratio abbatum Lemovicensium basilicae S. Martialis,,Ademarus Cibardi,http://viaf.org/viaf/27196342,27196342,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 141",AdeCib.CoAbLeB,Patrologia Latina,9841,True,
Doctrina atque tractatus,310-380,Orsiesius,http://viaf.org/viaf/35251070,35251070,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 103",Orsies.DoAtTr,Patrologia Latina,8758,True,
De antiquis episcoporum promotionibus,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 129",AucInc.DeAnEpP,Patrologia Latina,9293,True,
Chronicon cum continuatione Treverensi,-915,Regino Prumiensis,http://viaf.org/viaf/62341245,62341245,"critical edition, no apparatus","Kurze, Friedrich",Hahn,Hannover,1890,,RegPru.Chron2,,16726,True,
Epistolae,c.669-731,Gregorius II papa,http://viaf.org/viaf/1996852,1996852,,Print edition by: W. Gundlach,,Berlin,1892,,GreIi.Epistol,,15490,True,"['Genere: Epistolografia', 'Tipo: Fonti Letterarie', 'Note: Parole: 3.725\r\nCaratteri (spazi esclusi): 23.942\r\nES', 'Livello di codifica: 1']"
In epigrammata priscorum commentarius,1450-1524,"Marulus Spalatensis, Marcus",http://viaf.org/viaf/19697406,19697406,"early modern edition, no apparatus",Bratislav Lučin,,,"studeni
 2011",,MarMar.InEpPri,,13356,True,
De situ Illyriae et civitate Sibenici,c.1445-1509,"Sisgoreus, Georgius",http://viaf.org/viaf/230669043,230669043,"early modern edition, no apparatus",Veljko Gortan,,,2009,,SisGeo.DeSiIll,,13247,True,
Epistulae XVI invicem scriptae,1756-1806,"Barichevich, Adamus Aloysius",http://viaf.org/viaf/305474176,305474176,"early modern edition, no apparatus",Luka Vukušić,,,Prosinca 2010,,BarAda.EpXvInv,,13330,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14820,True,
De Spectaculis,150-230,Tertullianus,http://viaf.org/viaf/100226395,100226395,,,William Heinemann Ltd.; Harvard University Press,"London; Cambridge, Massachusetts",1931,,Tertul.DeSpec,Keyboarding,12628,True,
De libero arbitrio,-1158,Honorius Augustodunensis,http://viaf.org/viaf/100201145,100201145,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 172",HonAug.DeLiAr2,Patrologia Latina,10982,True,
Epistularum Selectio,354-430,Augustinus Hipponensis,http://viaf.org/viaf/66806872,66806872,"eclectic edition, apparatus not encoded",James Houston Baxter,William Heinemann Ltd.; Harvard University Press,"London; Cambridge, Massachusetts",1930,,AugHip.EpiSel,,12683,True,
Adversus haeresin Felicis,730-804,Alcuinus,http://viaf.org/viaf/96533523,96533523,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 101",Alcuin.AdHaFe,Patrologia Latina,8685,True,
Responsio episcoporum Germaniae contra Graecos,,Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,,"Patrologia Latina, vol. 119",AucVar.ReEpGeC,,9088,True,
Computus de Pascha,,Auctor incertus (Cyprianus Carthaginensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 4",AuInCyC.CoDePa,Patrologia Latina,106,True,
Epistola fidei catholicae,fl.546-571,Facundus Hermianensis,http://viaf.org/viaf/69286214,69286214,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1848,"Patrologia Latina, vol. 67",FacHer.EpFiCa,Patrologia Latina,7863,True,
Chronicon 1,,Idatius Aquae Flaviensis,http://viaf.org/viaf/268821150,268821150,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 51",IdAqFl.Chroni3,Patrologia Latina,7569,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Metrum in Genesim,,Auctor incertus (Hilarius Arelatensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 50",AuInHiA.MeInGe,Patrologia Latina,7534,True,
Vita Joannis Gorziensis,,Joannes S. Arnulfi Metensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 137",JoSArMe.ViJoGo,Patrologia Latina,9560,True,
Mensura quadripartitae figurae,1001-1100,Otkerus Ratisbonensis,http://viaf.org/viaf/3611057,3611057,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 151",OtkRat.MeQuFi,Patrologia Latina,10453,True,
Carmina uaria e codice Oenipontano 664,1449-1499,"Cimbriaco, Quinto Emiliano",,,"critical edition, apparatus not encoded","A. Zingerle, 1880",,,,Musisque Deoque 2007,CimQui.CacoOe,,19881,True,
Epistola ad Robertum,1108-1129,Galterus Magalonensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 157",GalMag.EpAdRo3,Patrologia Latina,10585,True,
